FIPS,x,y,caves,WNS,tau,area,sr,Hibernate,MaherWNS
1001,873480.0521,-511615.7321,0,Inf,151.3076923,1477.83,14,8,Inf
1003,790181.7645,-721626.875,0,Inf,119.0666667,4305.33,12,7,Inf
1005,997066.5802,-574095.7831,0,Inf,130.4705882,2387.16,14,8,Inf
1007,823167.4965,-464271.791,43,Inf,155.8461538,1721.42,12,7,Inf
1009,863485.4086,-350908.0592,90,Inf,151.0714286,1669.9,14,9,Inf
1011,965975.1005,-552411.2214,0,Inf,150.1818182,1546.2,14,8,Inf
1013,878088.1461,-599812.7995,2,Inf,160.4,1981.21,13,7,Inf
1015,933166.9739,-368322.1908,26,Inf,167.3846154,1528.4,13,8,Inf
1017,984098.0969,-458163.1302,0,Inf,171.9090909,1562.1,14,8,Inf
1019,949197.1744,-320490.4308,10,Inf,175.4166667,1573.98,14,9,Inf
1021,863755.3676,-477729.1045,1,Inf,151.3571429,1869.36,13,7,Inf
1023,726684.5416,-584951.251,1,Inf,139,2410.46,13,7,Inf
1025,772173.4014,-617058.3106,24,Inf,143.8095238,3170.28,13,7,Inf
1027,936022.7504,-423667.0007,0,Inf,177.9230769,1662.64,13,8,Inf
1029,963021.6291,-374475.605,0,Inf,178.5555556,1508.26,13,8,Inf
1031,946826.1086,-631666.4506,0,Inf,118.5,1757.5,13,8,Inf
1033,742903.2615,-281291.4509,64,Inf,177.3846154,1573.23,15,10,Inf
1035,850932.1045,-638043.4041,3,Inf,149.0666667,2229.07,13,7,Inf
1037,905748.8245,-463949.8294,0,Inf,157.8181818,1627.53,14,8,Inf
1039,904846.8078,-652512.2339,1,Inf,152.7727273,2766.91,12,7,Inf
1041,912288.1441,-597433.7485,1,Inf,154.6363636,1560.17,13,7,Inf
1043,833870.2347,-336746.4194,4,Inf,170.6666667,1952.67,14,9,Inf
1045,982101.6337,-624685.7759,0,Inf,121.75,1470.48,13,8,Inf
1047,832587.6394,-539273.5117,0,Inf,148.85,2723.77,13,7,Inf
1049,928355.6911,-290609.64,106,Inf,168.6,1922.48,14,9,Inf
1051,917871.7654,-500606.9773,0,Inf,155.0833333,1661.88,14,8,Inf
1053,839598.4071,-673150.9115,0,Inf,142.6842105,2454.57,12,7,Inf
1055,911626.7985,-339276.8072,102,Inf,159.5555556,1411.84,14,9,Inf
1057,759196.1702,-389878.4754,0,Inf,155.5625,1629.64,13,8,Inf
1059,742756.6356,-310463.0032,24,Inf,173.7,1680.29,15,10,Inf
1061,964565.0358,-664090.2856,0,Inf,137.7272727,1490.27,13,8,Inf
1063,747627.7739,-488407.7179,0,Inf,152.9333333,1861.5,13,7,Inf
1065,778344.1756,-495263.8117,0,Inf,147.3846154,1684.5,13,7,Inf
1067,1015817.882,-611516.7134,0,Inf,134.75,1480.98,13,8,Inf
1069,1014572.936,-652243.2944,0,Inf,121.7,1497.58,13,8,Inf
1071,906415.8533,-256919.5075,1526,5,178.9565217,2942.78,14,9,6
1073,838764.5307,-401420.8113,28,Inf,157.6363636,2838.76,13,8,Inf
1075,725901.2504,-386229.5474,0,Inf,157.8,1572.57,12,7,Inf
1077,755441.5809,-257872.2475,63,5,182.6153846,1798.17,15,10,6
1079,789822.8914,-297318.2414,106,7,169.9285714,1862.96,14,9,8
1081,992968.2855,-493304.4906,0,Inf,150.6363636,1593.77,14,8,Inf
1083,816160.7704,-261929.669,27,Inf,173.5,1590.25,14,9,Inf
1085,875477.39,-554199.3986,1,Inf,153.6428571,1806.02,14,8,Inf
1087,962730.4543,-519883.4609,0,Inf,151.7692308,1587.93,14,8,Inf
1089,856489.6699,-264523.5137,460,Inf,176.2,2172.54,14,9,Inf
1091,767710.5492,-554102.3289,0,Inf,141.3157895,2638.92,13,7,Inf
1093,741700.5625,-344803.2733,2,Inf,177.6666667,1919.97,14,9,Inf
1095,884061.0817,-306087.2941,332,Inf,168.5833333,1701.09,14,9,Inf
1097,742639.1276,-717995.7719,0,Inf,122.5238095,3088.78,12,7,Inf
1099,814564.1348,-625615.7358,11,Inf,147.3,2666.95,13,7,Inf
1101,916509.8002,-542250.5355,0,Inf,155,2164.3,14,8,Inf
1103,831977.5364,-301014.3607,299,7,160.0714286,1549.07,14,9,8
1105,811082.9674,-505786.2023,1,Inf,153.25,1852.16,13,7,Inf
1107,731277.5244,-441884.6409,0,Inf,153.1333333,2315.89,12,7,Inf
1109,945386.0094,-585790.0616,1,Inf,146.2857143,1795.14,14,8,Inf
1111,973308.1805,-416915.1562,0,Inf,175.6666667,1497.5,13,8,Inf
1113,1011918.37,-526611.5801,0,Inf,127.5,1634.29,13,7,Inf
1115,889377.6514,-379066.2436,31,Inf,154.7272727,1763.26,13,8,Inf
1117,863471.3294,-431819.1465,9,Inf,152.8461538,2028.35,13,8,Inf
1119,726884.7597,-520008.4658,0,Inf,149.2352941,2241.91,13,7,Inf
1121,907099.1053,-413688.6783,9,Inf,167.0625,1871.35,13,8,Inf
1123,947865.7372,-469011.7312,0,Inf,171.9411765,2035.27,14,8,Inf
1125,783261.0576,-435405.6328,2,Inf,150.4583333,3399.74,12,7,Inf
1127,799719.0362,-377318.4794,0,Inf,168,2187.66,13,8,Inf
1129,737594.3696,-651075.5894,0,Inf,148,2873.42,13,7,Inf
1131,817254.6467,-577756.6165,4,Inf,146.7777778,2293.04,13,7,Inf
1133,787549.8654,-339050.9035,0,Inf,165.3333333,1576.8,13,8,Inf
4001,-1210546.462,-150293.6565,5,Inf,247.337963,28927.8,24,16,Inf
4003,-1290599.572,-534832.9451,46,Inf,201.7094017,16102.8,26,14,Inf
4005,-1405053.87,-69303.79978,47,Inf,250.4317549,48183.9,22,15,Inf
4007,-1356005.536,-307611.6475,28,Inf,206.0549451,12300.3,25,15,Inf
4009,-1286306.346,-416570.9566,0,Inf,197.2197802,12098.1,27,15,Inf
4011,-1222309.868,-393907.3347,14,Inf,220.1666667,4810.74,24,15,Inf
4012,-1645487.145,-266411.3069,0,Inf,115.2906977,11751.7,22,13,Inf
4013,-1516723.333,-332452.7864,6,Inf,119.0614525,23984.1,26,15,Inf
4015,-1584001.257,-53262.51435,7,Inf,181.1814672,34963.4,24,15,Inf
4017,-1284672.285,-139466.787,3,Inf,241.984375,25877.2,25,16,Inf
4019,-1476357.584,-480977.0569,18,Inf,141.9152542,23777.3,27,14,Inf
4021,-1420535.451,-399203.0943,16,Inf,147.9805825,13955.8,28,15,Inf
4023,-1398659.19,-558240.36,34,Inf,206.28,3220.29,24,12,Inf
4025,-1498522.934,-193661.4294,10,Inf,219.5534591,21144.2,24,15,Inf
4027,-1657917.306,-372642.8637,0,Inf,108.3962264,14299,20,11,Inf
5001,422158.6892,-348397.8554,0,Inf,149.5789474,2597.89,12,7,Inf
5003,392243.5822,-473310.1662,0,Inf,155.25,2412.83,11,6,Inf
5005,326568.3577,-130454.3001,46,5,192.6923077,1522.94,12,9,6
5007,155735.0824,-128244.5082,121,Inf,158.2666667,2290.79,11,7,Inf
5009,259361.9793,-129310.5251,81,Inf,194.8,1614.76,11,8,Inf
5011,354161.5759,-444537.2318,0,Inf,162.75,1706.19,11,6,Inf
5013,321751.8812,-435309.6297,0,Inf,166.1428571,1708.73,12,7,Inf
5015,219697.2731,-127243.8878,131,Inf,178.9,1613.7,10,7,Inf
5017,435371.3958,-463400.8433,0,Inf,133.3333333,1808.79,11,6,Inf
5019,259065.2607,-382651.6496,0,Inf,174.8333333,2236.16,11,6,Inf
5021,495144.5211,-112216.2821,0,Inf,172.3333333,1768.05,13,10,Inf
5023,356770.7671,-212785.2824,7,Inf,177.8888889,1514.81,12,7,Inf
5025,350371.0087,-396126.0895,0,Inf,155.5555556,1552.51,12,7,Inf
5027,256795.5288,-475102.1518,0,Inf,160.6666667,2073.37,11,6,Inf
5029,296810.3623,-245294.1611,0,Inf,176.5833333,1483.13,11,6,Inf
5031,479347.8531,-173166.5429,0,Inf,172.5,1912.6,13,10,Inf
5033,158534.6282,-212429.4322,46,Inf,174.9285714,1636.57,12,7,Inf
5035,514478.6637,-240238.0811,0,Inf,159.8571429,1712.6,15,10,Inf
5037,471307.3569,-233887.8809,0,Inf,160.5,1626,15,10,Inf
5039,307164.8945,-389740.917,0,Inf,167.6363636,1722.6,12,7,Inf
5041,433057.2801,-400014.87,0,Inf,139.0666667,2064.03,11,6,Inf
5043,393100.7932,-429817.8797,0,Inf,148.8888889,2038.83,11,6,Inf
5045,330894.6612,-256609.9633,0,Inf,174.2857143,1730.71,12,7,Inf
5047,190952.4125,-220710.416,5,8,176.9,1504.62,12,7,9
5049,372111.7442,-117225.3641,14,Inf,193.5384615,1637.79,11,8,Inf
5051,259799.8707,-323433.6165,1,8,177.3333333,1900.45,12,7,9
5053,326671.4504,-352912.2951,0,Inf,166.8,1668.86,12,7,Inf
5055,485187.7478,-141164.4257,0,Inf,171.4166667,1510.88,13,10,Inf
5057,215555.4536,-418041.5901,0,Inf,156.7142857,1871.77,12,7,Inf
5059,277608.4904,-352060.3396,0,Inf,170.6923077,1641.79,12,7,Inf
5061,183634.2985,-380358.1267,0,Inf,167.3333333,1573.17,12,7,Inf
5063,397613.2154,-188214.2122,60,8,177.5,2072.27,11,8,9
5065,364383.4546,-149677.1459,64,Inf,191.7272727,1473.18,11,8,Inf
5067,431802.5218,-201549.3144,0,Inf,163.9230769,1492.9,14,9,Inf
5069,372428.4871,-353968.9679,0,Inf,153.375,2403.22,12,7,Inf
5071,228279.2039,-212371.1262,7,Inf,175.6666667,1829.65,12,7,Inf
5073,221739.0632,-473568.0536,0,Inf,159.5,1367.72,11,6,Inf
5075,435806.3258,-151583.1784,12,Inf,176.7692308,1462.6,11,8,Inf
5077,474065.9895,-291084.6156,0,Inf,155.1428571,1644.6,13,8,Inf
5079,391424.9136,-388071.7366,0,Inf,149.5,1479.11,12,7,Inf
5081,163494.8326,-424338.3541,0,Inf,142.1428571,1413.59,13,8,Inf
5083,206641.5754,-253824.813,0,Inf,175.6428571,1878.35,13,8,Inf
5085,374534.5658,-299333.5161,0,Inf,155.0588235,2126.43,13,8,Inf
5087,202728.9785,-164844.6723,158,8,167.1666667,2144.09,11,7,9
5089,295928.829,-133198.0854,117,7,196,1653.33,12,9,8
5091,195198.1043,-466242.9913,0,Inf,150.3333333,1714.65,11,6,Inf
5093,531934.5704,-178732.1657,0,Inf,165.6666667,2396.31,13,10,Inf
5095,436433.2407,-304454.0254,0,Inf,154.8333333,1587.31,13,8,Inf
5097,213258.1512,-328973.3821,0,Inf,180.9166667,2077.85,12,7,Inf
5099,248265.8497,-425461.3379,0,Inf,164.7,1593.59,11,6,Inf
5101,248663.4314,-172750.7275,254,8,184.75,2097.36,11,7,9
5103,287036.3704,-431588.3178,0,Inf,165.8235294,1802.91,12,7,Inf
5105,277456.222,-281440.8222,0,Inf,174.1,1440.39,12,7,Inf
5107,468928.1807,-330873.5784,0,Inf,152.2307692,1841.3,11,6,Inf
5109,214093.5337,-370453.3499,0,Inf,175.25,1566.35,12,7,Inf
5111,479243.173,-202221.1976,0,Inf,155.2777778,1968.33,14,10,Inf
5113,161576.9756,-336044.783,1,8,175.2857143,2219.61,14,9,9
5115,266564.2257,-224424.172,3,Inf,172.3125,2012.99,12,7,Inf
5117,404268.9756,-289519.4002,0,Inf,156.2,1697.21,14,9,Inf
5119,334777.6332,-299121.6825,0,Inf,160.0555556,2196.15,13,8,Inf
5121,440966.7864,-118563.3752,17,Inf,189.4,1635.87,11,8,Inf
5123,474159.5344,-264184.6664,0,Inf,162.6363636,1720.6,14,9,Inf
5125,302212.4472,-314489.3961,0,Inf,165.7857143,1839.65,13,8,Inf
5127,175600.242,-293959.1454,0,Inf,178.4666667,2322.86,13,8,Inf
5129,295078.1457,-172985.9237,87,8,176.0909091,1736.09,12,8,9
5131,156545.4154,-256094.936,0,Inf,174.75,1482.9,13,8,Inf
5133,160735.5737,-391265.6761,0,Inf,164,1551.44,13,8,Inf
5135,402432.6834,-140958.3661,20,Inf,186.2,1571.01,11,8,Inf
5137,345217.5886,-176519.1923,118,7,183.3846154,1501.6,11,8,8
5139,315408.7807,-478796.0201,0,Inf,161.2777778,2738.4,12,7,Inf
5141,313292.1179,-208683.6102,5,Inf,174.5333333,1947.44,12,7,Inf
5143,159445.0556,-168221.7557,94,6,125,2501.61,11,7,7
5145,384133.2604,-241927.4211,1,Inf,170,2752.52,13,8,Inf
5147,428238.4382,-247410.9389,0,Inf,163.1,1488.01,14,9,Inf
5149,235001.603,-276193.3419,0,Inf,173.9047619,2534.53,12,7,Inf
6001,-2234133.216,321900.6502,1,Inf,171.2,1871.06,15,10,Inf
6003,-2033504.2,379139.2555,0,Inf,304.4285714,1900.04,16,12,Inf
6005,-2107915.175,379827.2896,11,Inf,226.3846154,1492.35,15,11,Inf
6007,-2148732.144,533828.2878,0,Inf,202.96875,4400.79,15,11,Inf
6009,-2105993.099,352233.2956,34,Inf,216.0555556,2657.35,15,11,Inf
6011,-2218137.094,495929.4808,1,Inf,204.952381,3016.29,15,11,Inf
6013,-2229670.691,352416.9858,1,Inf,192.3076923,1956.07,14,10,Inf
6015,-2269652.203,810696.5473,0,Inf,253.7222222,2598.31,13,9,Inf
6017,-2087778.601,413584.603,8,Inf,255.0606061,4770.84,16,12,Inf
6019,-2071411.959,175638.2634,24,Inf,204.2389381,15499,17,12,Inf
6021,-2215715.481,544346.7063,0,Inf,200.0769231,3605.36,15,11,Inf
6023,-2302536.738,698248.1379,0,Inf,220.3770492,9482.39,13,9,Inf
6025,-1785309.453,-316551.1191,0,Inf,98.55294118,11506.5,20,11,Inf
6027,-1883707.943,102527.3924,7,Inf,179.7839196,26536,18,12,Inf
6029,-2029031.636,2470.831677,9,Inf,185.4936709,21132.3,15,11,Inf
6031,-2103512.555,105403.8314,0,Inf,183.8148148,3643.65,14,10,Inf
6033,-2262690.113,499601.7609,0,Inf,229.04,3472.8,13,9,Inf
6035,-2038843.569,621527.0128,7,Inf,305.3666667,12138.3,15,12,Inf
6037,-2011327.273,-120364.5704,10,Inf,155.0609756,10678.6,16,10,Inf
6039,-2067761.852,228030.6279,0,Inf,213.8095238,5614.04,17,12,Inf
6041,-2291539.509,388612.5881,0,Inf,217.2222222,1384.68,14,10,Inf
6043,-2069458.856,270976.418,6,Inf,208.862069,3864.15,17,12,Inf
6045,-2304259.616,551965.1023,10,Inf,266.859375,9035.9,13,9,Inf
6047,-2149327.996,246584.7358,0,Inf,194.4473684,5099.29,15,11,Inf
6049,-2022975.199,722920.1945,9,Inf,285.7654321,10870.3,15,12,Inf
6051,-1972819.602,287898.0285,0,Inf,299.9047619,8043.37,16,12,Inf
6053,-2222336.938,153021.774,0,Inf,250.3809524,8386.64,14,10,Inf
6055,-2245280.643,426366.59,1,Inf,219.1764706,2048.1,14,10,Inf
6057,-2092984.257,476201.9619,0,Inf,246.3157895,2561.04,16,12,Inf
6059,-1985543.34,-196449.6474,4,Inf,86.64285714,2054.79,16,10,Inf
6061,-2094702.778,449093.215,3,Inf,251.4666667,3906.39,16,12,Inf
6063,-2076731.616,553920.7498,3,Inf,327.1176471,6749.46,15,12,Inf
6065,-1826115.525,-227349.4544,13,Inf,116.028169,18833.5,20,12,Inf
6067,-2164801.047,396119.4782,0,Inf,175.35,2481.31,15,11,Inf
6069,-2196245.269,190605.8959,0,Inf,274.6296296,3551.28,14,10,Inf
6071,-1816287.645,-104186.3334,25,Inf,160.5769231,52189.7,22,13,Inf
6073,-1909275.201,-290591.4739,8,Inf,148.9166667,11049.4,20,11,Inf
6075,-2277913.532,347589.4891,0,Inf,141,121.803,14,10,Inf
6077,-2174370.149,339420.3013,0,Inf,176.32,3678.53,16,11,Inf
6079,-2173177.732,43947.35548,3,Inf,206.03125,8557.94,14,10,Inf
6081,-2278063.868,308080.999,0,Inf,201.9,1338.49,15,10,Inf
6083,-2160372.587,-42365.77265,27,Inf,209.3207547,7155.2,14,9,Inf
6085,-2229534.75,272526.9018,0,Inf,193,3294.28,15,10,Inf
6087,-2260934.689,260292.8165,13,Inf,226.6666667,1237.08,15,10,Inf
6089,-2153407.194,662817.1336,17,Inf,254.6891892,9972.23,14,10,Inf
6091,-2063337.469,501361.8859,0,Inf,294.8947368,2516.24,15,12,Inf
6093,-2167643.836,762881.0592,110,Inf,261.398374,16535.3,14,10,Inf
6095,-2220201.528,390746.7554,0,Inf,197.3529412,2388.34,15,11,Inf
6097,-2290600.078,441901.8115,0,Inf,230.483871,4063.6,14,10,Inf
6099,-2161916.994,292977.7447,1,Inf,176.2258065,3910.72,16,11,Inf
6101,-2177117.633,467824.5406,0,Inf,192.8333333,1532.28,15,11,Inf
6103,-2188115.081,598609.0815,8,Inf,225.6333333,7750.8,14,10,Inf
6105,-2243768.126,673954.9823,4,Inf,245.1355932,7981.02,14,10,Inf
6107,-2011682.637,99280.73031,43,Inf,218.0537634,12603.9,15,11,Inf
6109,-2060032.556,320441.8816,12,Inf,254.3333333,5878.83,16,12,Inf
6111,-2082446.986,-84656.09629,24,Inf,190.4411765,4710.68,16,10,Inf
6113,-2202942.361,434301.9504,0,Inf,186.7368421,2659.88,15,11,Inf
6115,-2142168.716,484309.0722,0,Inf,226.9230769,1618.31,15,11,Inf
8001,-707581.2365,297027.0232,0,Inf,266.32,3230.34,11,7,Inf
8003,-854121.2733,53023.7808,0,Inf,328.6666667,1814.56,15,10,Inf
8005,-707535.4117,272081.3524,0,Inf,269,2050.72,12,8,Inf
8007,-969399.0275,22075.50363,0,Inf,332.2307692,3504.89,17,12,Inf
8009,-575434.5986,-350.885043,0,Inf,241.7959184,6618.34,12,6,Inf
8011,-614988.4684,73885.62537,0,Inf,240.2,4003.8,12,7,Inf
8013,-789654.9222,329429.4503,6,Inf,299.1333333,1926.55,10,7,Inf
8014,-765617.4932,311539.4938,0,Inf,262,87.0063,10,7,Inf
8015,-876364.1551,186771.4001,7,Inf,342.952381,2714.88,13,8,Inf
8017,-567597.4175,168586.0739,0,Inf,254.8333333,4622.85,9,4,Inf
8019,-817904.4801,286632.8993,2,Inf,344.125,1013.51,12,8,Inf
8021,-893880.1081,14877.03697,1,Inf,331.68,3442.56,16,11,Inf
8023,-826324.7059,16451.0067,0,Inf,307.5833333,3226.67,15,10,Inf
8025,-673145.2569,119706.814,0,Inf,254.9375,2112.72,12,8,Inf
8027,-811931.446,108135.6127,16,Inf,318.2352941,1920.46,15,10,Inf
8029,-1017858.017,216852.9676,0,Inf,288.1304348,3113.83,16,11,Inf
8031,-760914.9223,284005.8385,0,Inf,252,250.199,11,7,Inf
8033,-1089264.054,100056.0727,0,Inf,305,2767.85,17,12,Inf
8035,-761778.2468,240785.6733,2,Inf,283.6470588,2202.16,12,8,Inf
8037,-909444.9705,289895.8715,86,Inf,336.7575758,4197.33,13,9,Inf
8039,-694376.4089,229988.1134,0,Inf,273.9428571,4808.5,11,7,Inf
8041,-731756.528,182185.3459,0,Inf,284.2820513,5446.45,11,7,Inf
8043,-814209.5595,149510.8193,46,Inf,296,3934.32,14,9,Inf
8045,-1010301.411,298605.2757,216,Inf,309.8103448,7536.07,15,11,Inf
8047,-805859.6466,304763.6544,0,Inf,330.25,380.92,11,7,Inf
8049,-852842.0367,336254.6876,0,Inf,356.2222222,4745.31,12,8,Inf
8051,-949462.0161,185635.368,40,Inf,343.4918033,8352.23,15,10,Inf
8053,-983660.6551,94784.7929,1,Inf,338.3181818,3008.36,16,11,Inf
8055,-781368.4024,57124.39969,0,Inf,279.875,4140.91,14,9,Inf
8057,-865315.63,401194.5789,1,Inf,357.9393939,4324.36,10,7,Inf
8059,-785911.104,272429.0737,12,Inf,293.5714286,2004.92,12,8,Inf
8061,-582290.059,125268.0504,0,Inf,251.7428571,4616.98,11,6,Inf
8063,-563728.203,221948.3259,0,Inf,245.4418605,5608.6,8,3,Inf
8065,-882995.1154,238970.4149,1,Inf,360.125,975.982,12,8,Inf
8067,-1038183.156,41298.62533,15,Inf,314.8,4541.36,18,13,Inf
8069,-791743.2738,394318.6751,8,Inf,319.4313725,6809.55,10,7,Inf
8071,-704381.3686,9243.159101,8,Inf,265.9677419,12289.5,14,9,Inf
8073,-644321.3172,192065.4511,0,Inf,259.4489796,6686.99,10,6,Inf
8075,-595261.858,383406.6794,0,Inf,265.4571429,4835.13,7,3,Inf
8077,-1066767.696,240554.746,47,Inf,266.5645161,8551.49,17,12,Inf
8079,-952198.6573,74088.74093,3,Inf,351.8235294,2318.31,16,11,Inf
8081,-1021422.357,415267.5808,12,Inf,312.2282609,12280.8,14,10,Inf
8083,-1103405.289,55042.77954,1,Inf,273.3421053,5132.91,19,14,Inf
8085,-1058238.213,169644.8085,4,Inf,283.5217391,5791.2,17,12,Inf
8087,-658152.0275,336322.0155,0,Inf,267.4615385,3300.19,10,6,Inf
8089,-671538.8013,71969.63703,3,Inf,240.3913043,3231.05,13,8,Inf
8091,-1019874.878,136673.7299,6,Inf,325.5454545,1393.32,15,10,Inf
8093,-831006.804,224054.4851,31,Inf,351.097561,5734.6,12,8,Inf
8095,-532926.1364,364563.0185,0,Inf,261.4,1768.45,6,3,Inf
8097,-931407.4607,245836.6836,2,Inf,338.1052632,2557.03,14,10,Inf
8099,-555992.4365,69733.48166,0,Inf,240.5333333,4261.64,8,4,Inf
8101,-737678.6176,108587.6533,33,Inf,257.6511628,6216.18,14,9,Inf
8103,-1031117.331,344149.3995,19,Inf,309.5166667,8443.06,15,11,Inf
8105,-906289.1254,58846.96696,3,Inf,350.7777778,2344.68,16,11,Inf
8107,-921844.1332,387720.7145,2,Inf,337.75,6158.83,12,8,Inf
8109,-891326.2852,113578.6618,7,Inf,349.6451613,8208.76,16,11,Inf
8111,-1017535.366,91885.29673,19,Inf,341.7142857,928.654,16,11,Inf
8113,-1076422.51,126853.375,0,Inf,308.5909091,3306.04,17,12,Inf
8115,-530565.5268,396087.7312,2,Inf,257.7,1423.25,6,3,Inf
8117,-860223.4429,285305.2886,0,Inf,356.4166667,1770.71,12,8,Inf
8119,-785744.6897,192412.1611,1,Inf,328.2142857,1518.5,12,8,Inf
8121,-609214.1389,299943.4322,0,Inf,261.875,6525.65,8,3,Inf
8123,-703906.3803,373420.0197,0,Inf,275.9342105,10397.5,10,7,Inf
8125,-543311.1668,298919.7616,0,Inf,250.6136364,6155.95,7,3,Inf
9001,1860971.567,645418.5097,2,4,221.9166667,1732.63,9,6,5
9003,1901214.505,717739.2231,9,2,239.1428571,1967.31,9,6,3
9005,1859669.635,704997.0464,20,1,249.1111111,2421.91,9,6,2
9007,1924452.1,682803.5846,3,Inf,229,885.564,9,6,Inf
9009,1894911.907,670554.586,12,Inf,228.6428571,1688.06,9,6,Inf
9011,1957854.693,693989.9153,3,4,231.2666667,1905.64,9,6,5
9013,1931122.831,730953.2179,1,Inf,241.5,959.418,9,6,Inf
9015,1959109.759,733818.2432,1,Inf,240.6363636,1368.55,9,6,Inf
10001,1737700.689,366230.791,0,Inf,187.8461538,1642.76,8,5,Inf
10003,1718866.391,418006.6322,1,5,199.2857143,1035.76,9,5,6
10005,1762675.15,321909.8834,0,Inf,185.5789474,2530.09,8,5,Inf
11001,1620402.11,319981.7508,0,Inf,186,180.989,9,6,Inf
12001,1315877.159,-778383.7005,203,Inf,102.4705882,2470.06,10,5,Inf
12003,1312000.137,-705775.1065,0,Inf,110.5,1535.37,11,6,Inf
12005,995227.139,-753623.9548,2,Inf,108.5294118,2313.28,13,8,Inf
12007,1329069.579,-745986.9278,0,Inf,101.1666667,748.468,10,5,Inf
12009,1495184.519,-905668.6579,0,Inf,45.61538462,3430.22,9,4,Inf
12011,1557574.422,-1135024.644,0,Inf,22.22727273,3179.38,8,4,Inf
12013,1033513.119,-733498.3303,0,Inf,114,1441.37,13,8,Inf
12015,1403642.034,-1075196.615,0,Inf,46.92307692,1889.57,10,5,Inf
12017,1318826.599,-870895.113,52,Inf,85.27272727,1503.32,10,5,Inf
12019,1358542.068,-737741.4118,1,Inf,88.46153846,1692.61,10,5,Inf
12021,1473219.63,-1152591.384,1,Inf,33.70731707,5252.42,9,4,Inf
12023,1281929.007,-722690.7661,30,Inf,103.7857143,2122.25,11,6,Inf
12027,1408936.812,-1043243.894,0,Inf,64.16666667,1656.76,9,5,Inf
12029,1239861.433,-796625.7322,1,Inf,99.85714286,1976.43,10,5,Inf
12031,1370464.329,-696537.1947,0,Inf,92.375,2244.7,11,6,Inf
12033,824031.9461,-725541.6785,0,Inf,113.6428571,1885.08,12,7,Inf
12035,1420048.026,-786766.1748,0,Inf,68.45454545,1289.05,10,5,Inf
12037,1078463.847,-786278.3138,0,Inf,100.9,1438.02,10,5,Inf
12039,1087406.219,-707837.328,4,Inf,99.36363636,1420.7,13,8,Inf
12041,1273033.335,-778628.9504,25,Inf,106.7142857,890.924,10,5,Inf
12043,1473006.844,-1059093.604,0,Inf,56.26315789,2526.44,8,4,Inf
12045,1037644.874,-781597.0788,3,Inf,108.4166667,1543.36,10,5,Inf
12047,1246253.804,-696496.8277,13,Inf,123.6,1353.61,11,6,Inf
12049,1403877.699,-1009792.909,0,Inf,62.46153846,1656.95,9,5,Inf
12051,1483293.763,-1102203.251,0,Inf,47.13636364,3085.16,8,4,Inf
12053,1326645.517,-902827.6874,21,Inf,60.25,1270.55,10,5,Inf
12055,1452378.815,-1018523.297,0,Inf,62.23809524,2859.43,8,4,Inf
12057,1348368.883,-968937.5647,4,Inf,45.80952381,2732.78,10,5,Inf
12059,969892.1973,-688814.1049,0,Inf,136.8888889,1281.54,13,8,Inf
12061,1518244.76,-969546.2178,0,Inf,44,1358.2,8,4,Inf
12063,1027674.228,-690791.9013,146,Inf,115.4210526,2469.02,13,8,Inf
12065,1156994.171,-715579.1293,19,Inf,116,1697.15,12,7,Inf
12067,1232111.307,-755893.2638,0,Inf,113.5833333,1426.9,10,5,Inf
12069,1392497.987,-870054.2001,2,Inf,74.1,3009.67,10,5,Inf
12071,1419139.071,-1110211.941,1,Inf,34.73684211,2201.23,8,4,Inf
12073,1120606.806,-717729.1749,20,Inf,118.3571429,1712.64,12,7,Inf
12075,1285640.27,-821866.0415,89,Inf,95.63636364,2881.45,10,5,Inf
12077,1066611.277,-746897.1315,0,Inf,119.7333333,2084.68,13,8,Inf
12079,1197447.761,-709311.6762,7,Inf,116.3571429,1843,11,6,Inf
12081,1354795.036,-1019422.061,0,Inf,52.26666667,2045.13,9,5,Inf
12083,1351584.95,-825925.5441,116,Inf,85.33333333,4348.26,10,5,Inf
12085,1544834.462,-1033797.331,0,Inf,33.42857143,1844.84,8,4,Inf
12086,1559835.621,-1194634.405,21,Inf,17.14634146,5260.83,9,4,Inf
12087,1512529.579,-1231310.305,0,Inf,20.52380952,3115.01,8,4,Inf
12089,1352223.925,-668681.9181,0,Inf,106.0909091,1645.02,11,6,Inf
12091,897663.3004,-716553.5247,1,Inf,133.7727273,2603.21,12,7,Inf
12093,1496010.997,-1007222.223,0,Inf,49.5,2247.78,8,4,Inf
12095,1433339.433,-891228.953,3,Inf,61.42105263,2531.58,10,5,Inf
12097,1458088.771,-937325.7573,0,Inf,51.34482759,3976.7,10,5,Inf
12099,1551036.182,-1080899.101,1,Inf,27.95348837,5778.11,8,4,Inf
12101,1333642.032,-929106.7223,20,Inf,49.8125,2007.41,10,5,Inf
12103,1309183.108,-975183.7478,6,Inf,29,744.604,10,5,Inf
12105,1407531.389,-959001.616,0,Inf,51.64102564,5134.37,10,5,Inf
12107,1375761.659,-777865.7323,6,Inf,81.06666667,2181.51,10,5,Inf
12109,1399377.638,-741003.6537,0,Inf,70.92857143,1701.12,11,6,Inf
12111,1537332.938,-1001610.895,0,Inf,38.41666667,1598.95,8,4,Inf
12113,856441.7286,-719098.4836,0,Inf,125.5909091,3027.26,12,7,Inf
12115,1357636.82,-1050884.32,2,Inf,49.33333333,1556.62,9,5,Inf
